qid,docno,Rank,BM25 score,Title,Genre,label
25,4061,131,6.72087374,Grimm Masterpiece Theater II,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",0
25,1219,132,6.70885769,Chocotto Sister,"['Comedy', 'Drama', 'Romance', 'Ecchi']",5
25,11239,133,6.65618245,Hidamari Sketch x Honeycomb,"['Slice of Life', 'Comedy', 'School', 'Seinen']",0
25,10219,134,6.65062817,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,"['Comedy', 'Romance', 'Ecchi']",0
25,21773,135,6.6316983,Sugar*Soldier,['Shoujo'],3
25,1953,136,6.58234211,Code Geass: Hangyaku no Lelouch Picture Drama,"['Comedy', 'School', 'Slice of Life']",0
25,19815,137,6.56002482,No Game No Life,"['Game', 'Adventure', 'Comedy', 'Supernatural', 'Ecchi', 'Fantasy']",1
25,4999,138,6.53033832,Asu no Yoichi!,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Martial Arts', 'Shounen']",0
25,4060,139,6.51445199,Grimm Masterpiece Theater,"['Adventure', 'Comedy', 'Kids', 'Magic', 'Fantasy']",0
25,1655,140,6.50772279,Nerima Daikon Brothers,"['Comedy', 'Music']",1
25,9135,141,6.50772279,Fullmetal Alchemist: The Sacred Star of Milos,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",3
25,5289,142,6.47627792,Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie,"['Action', 'Sci-Fi', 'Adventure']",0
25,2718,143,6.44760569,Umi no Triton,"['Adventure', 'Fantasy', 'Shounen']",2
25,2705,144,6.41102744,Bakusou Kyoudai Let's & Go,"['Adventure', 'Cars', 'Sports', 'Shounen']",1
25,39592,145,6.4091644,Mobile Suit Gundam: The Origin - Advent of the Red Comet,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha', 'Shounen']",4
25,15813,146,6.40313776,Majokko Shimai no Yoyo to Nene,"['Fantasy', 'Magic']",2
25,12431,147,6.39865486,Uchuu Kyoudai,"['Comedy', 'Sci-Fi', 'Seinen', 'Slice of Life', 'Space']",2
25,508,148,6.35166897,Tottoko Hamtarou,"['Adventure', 'Comedy', 'Kids']",0
25,30383,149,6.31792791,Classroom☆Crisis,"['School', 'Sci-Fi']",0
