qid,docno,Rank,BM25 score,Title,Genre,label
21,1079,138,5.8558162,Armitage III,"['Action', 'Adventure', 'Romance', 'Mecha', 'Sci-Fi', 'Police']",5
21,2383,139,5.85251727,Cybersix,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",0
21,13029,140,5.82086308,Arashi no Yoru ni: Himitsu no Tomodachi,"['Adventure', 'Drama']",0
21,1444,141,5.80884824,Sol Bianca: Taiyou no Fune,"['Adventure', 'Mecha', 'Sci-Fi', 'Space']",5
21,2692,142,5.77925203,CB Chara Go Nagai World,"['Action', 'Parody', 'Comedy']",0
21,9754,143,5.77925203,Kuragehime: Eiyuu Retsuden☆,"['Slice of Life', 'Comedy', 'Josei']",0
21,4357,144,5.76262772,El,"['Action', 'Hentai', 'Sci-Fi']",2
21,4107,145,5.74876839,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,"['Action', 'Comedy', 'Mecha']",0
21,771,146,5.72456405,Ginyuu Mokushiroku Meine Liebe Wieder,"['Drama', 'Fantasy', 'Shoujo']",1
21,33245,147,5.72456405,Ame-iro Cocoa in Hawaii,"['Slice of Life', 'Comedy']",3
21,3035,148,5.72046353,Chouon Senshi Borgman,"['Action', 'Sci-Fi', 'Demons']",0
21,55,149,5.71713694,Arc the Lad,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",1
