qid,docno,Rank,BM25 score,Title,label
40,9951,91,3.35022824,Jiu Se Lu,3
40,1798,92,3.33857735,Animation Seisaku Shinkou Kuromi-chan 2,0
40,8934,93,3.32781932,Star Driver: Kagayaki no Takuto,3
40,1608,94,3.32036192,Salaryman Kintarou,0
40,40369,95,3.32036192,Mini Yuri,0
40,12481,96,3.32036192,Gregory Horror Show: The Second Guest,0
40,39022,97,3.32036192,Ling Feng Zhe,0
40,23209,98,3.31793769,Sora no Method,4
40,6974,99,3.30650992,Seikimatsu Occult Gakuin,5
40,14373,100,3.30202471,Arata naru Sekai: World's/Start/Load/End,5
40,333,101,3.30202471,Mama wa Shougaku 4 Nensei,4
40,2530,102,3.29595724,G-Taste,0
40,8740,103,3.2886418,One Piece Film: Strong World Episode 0,0
40,8768,104,3.2886418,Hiyokoi,0
40,2609,105,3.2886418,Kakyuusei (TV),0
40,893,106,3.2886418,Dragon Ball Movie 4: Saikyou e no Michi,0
40,1824,107,3.28626365,Hadashi no Gen,1
40,28539,108,3.28626365,Garo Movie: Divine Flame,3
40,584,109,3.28626365,Noein: Mou Hitori no Kimi e,5
40,2398,110,3.28547169,Digimon Adventure 02: Diablomon no Gyakushuu,0
40,12403,111,3.27065232,Yuru Yuri♪♪,0
40,1107,112,3.27065232,Youjuu Toshi,4
40,1046,113,3.257522,Elf wo Karu Mono-tachi II,2
40,21663,114,3.257522,Last Orders,0
40,4935,115,3.257522,Ikkyuu-san,0
40,1599,116,3.257522,Eat-Man '98,2
40,37779,117,3.25518862,Yakusoku no Neverland,2
40,2820,118,3.23987046,Time Travel Tondekeman!,4
40,1513,119,3.22698564,Kaette Kita Court no Naka no Tenshi-tachi,0
40,1102,120,3.22698564,Urda,2
40,7579,121,3.22698564,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,0
40,10928,122,3.22698564,Nogizaka Haruka no Himitsu: Finale,0
40,39569,123,3.22469579,Sora no Aosa wo Shiru Hito yo,5
40,31221,124,3.22469579,Tantei Team KZ Jiken Note,3
40,1087,125,3.2096626,Kimagure Orange☆Road,0
40,1896,126,3.19701646,Akibakei Kanojo,0
40,40477,127,3.19701646,Curry Meshi x Zombieland Saga,0
40,2882,128,3.19701646,Anime Oyako Gekijou,4
40,6882,129,3.19701646,Hatsukoi Limited.: Gentei Shoujo,0
40,16732,130,3.19476893,Kiniro Mosaic,0
40,15117,131,3.16759881,Kami nomi zo Shiru Sekai: Tenri-hen,0
40,3272,132,3.16759881,Kinnikuman,0
40,2397,133,3.16539244,Digimon Adventure: Bokura no War Game!,0
40,34984,134,3.16539244,Koi wa Ameagari no You ni,0
40,19489,135,3.15090586,Little Witch Academia: Mahoujikake no Parade,3
40,3907,136,3.13871761,Ginga Sengoku Gunyuuden Rai,3
40,1345,137,3.13871761,Soujuu Senshi Psychic Wars,5
40,2583,138,3.13871761,Soukou Kihei Votoms: The Last Red Shoulder,0
40,1119,139,3.13655128,Pokemon Movie 04: Celebi Toki wo Koeta Deai,2
40,1006,140,3.13655128,Tenchi Muyou! in Love,2
40,7465,141,3.12232689,Eve no Jikan (Movie),2
40,38659,142,3.12232689,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,2
40,37497,143,3.12232689,Irozuku Sekai no Ashita kara,5
40,24823,144,3.11035831,Days,0
40,21335,145,3.11035831,Double Circle,2
40,33672,146,3.11035831,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,1
40,685,147,3.11035831,To Heart: Remember My Memories,0
40,1335,148,3.11035831,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,0
40,11577,149,3.10823093,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,5
