qid,docno,Rank,BM25 score,Title,label
31,37307,60,7.46918158,K: Seven Stories Movie 6 - Circle Vision - Nameless Song,0
31,23079,61,7.42260557,Glasslip,4
31,3558,62,7.29699384,Doukyuusei (OVA): Natsu no Owari ni,2
31,2967,63,7.29699384,Saishuu Shiken Kujira,1
31,38735,64,7.28088866,7 Seeds,1
31,72,65,7.27209813,Full Metal Panic? Fumoffu,0
31,1722,66,7.21769754,Nagasarete Airantou,3
31,213,67,7.21721003,Pia Carrot e Youkoso!!,3
31,253,68,7.18100989,Jungle wa Itsumo Hare nochi Guu,0
31,623,69,7.18100989,Shichinin no Nana,0
31,36896,70,7.17810213,Boku no Hero Academia the Movie 1: Futari no Hero,4
31,3092,71,7.17589344,Junjou Romantica,0
31,10232,72,7.14135165,Tamayura: Hitotose,0
31,2818,73,7.11533743,Madou King Granzort,0
31,5918,74,7.11240817,Deimos no Hanayome: Ran no Kumikyoku,0
31,2427,75,7.07350199,Unico,0
31,3220,76,7.04599613,Kanashimi no Belladonna,1
31,9645,77,7.04510478,Be-Bop Highschool,0
31,15117,78,7.01798053,Kami nomi zo Shiru Sekai: Tenri-hen,4
31,2363,79,7.00799783,Pokemon Housoukyoku,0
31,2222,80,6.91424831,Dr. Slump: Arale-chan,0
31,9989,81,6.88644789,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,3
31,267,82,6.81146474,Gungrave,0
31,659,83,6.78816428,Azumanga Daioh: Gekijou Tanpen,0
31,10162,84,6.70982583,Usagi Drop,0
31,2554,85,6.66659628,Ai Shoujo Pollyanna Story,0
31,6885,86,6.65079315,Sora no Manimani Specials,2
31,16397,87,6.59329855,Photokano,1
31,37521,88,6.55348962,Vinland Saga,0
31,6171,89,6.51553728,Saint Seiya: The Lost Canvas - Meiou Shinwa,0
31,1360,90,6.48124082,Makai Tenshi Djibril,2
31,13283,91,6.48124082,One Off,4
31,934,92,6.47096657,Higurashi no Naku Koro ni,3
31,12531,93,6.47096657,Sakamichi no Apollon,0
31,25687,94,6.47096657,Digimon Adventure tri. 1: Saikai,0
31,273,95,6.43607141,Mahoutsukai ni Taisetsu na Koto,0
31,2546,96,6.32668587,Alps Monogatari: Watashi no Annette,0
31,6023,97,6.32668587,Nogizaka Haruka no Himitsu: Purezza,0
31,32828,98,6.29674437,Amaama to Inazuma,0
31,34338,99,6.29674437,Lost Song,0
31,754,100,6.22704263,Yuki no Joou (TV),0
31,4028,101,6.16940582,Slayers Revolution,0
31,32547,102,6.16681292,Non Non Biyori Repeat: Hotaru ga Tanoshinda,1
31,21469,103,6.16553561,Stand By Me Doraemon,0
31,6791,104,6.11735054,Kanokon: Manatsu no Dai Shanikusai,5
31,1534,105,6.11735054,Futari wa Precure: Splash☆Star,2
31,358,106,6.06867529,"Iriya no Sora, UFO no Natsu",0
31,3101,107,6.06867529,F-Zero: Falcon Densetsu,0
31,7724,108,6.05940781,Shiki,0
31,524,109,6.02076854,Onegai☆Twins: Natsu wa Owaranai,3
31,9213,110,6.02076854,Kowarekake no Orgel,0
31,1639,111,5.97361222,Boku no Pico,0
31,6712,112,5.97361222,Natsu no Arashi! Akinaichuu,3
31,35972,113,5.9714731,Fairy Tail: Final Series,0
31,319,114,5.92395858,Happy World!,0
31,6527,115,5.92395858,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,0
31,2836,116,5.92395858,Chiisana Viking Vickie,0
31,28725,117,5.92039011,Kokoro ga Sakebitagatterunda.,0
31,46,118,5.87719424,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,0
31,259,119,5.87719424,Happy☆Lesson,0
31,4639,120,5.87719424,Gosenzo-sama Banbanzai!,0
31,980,121,5.74122868,Rikujou Bouei-tai Mao-chan,0
31,9734,122,5.6631261,K-On!!: Keikaku!,5
31,1692,123,5.6631261,_Summer,3
31,3371,124,5.66069863,Ginga Eiyuu Densetsu Gaiden,0
31,10379,125,5.65402687,Natsume Yuujinchou San,0
31,37517,126,5.61141184,Happy Sugar Life,0
31,34798,127,5.58754131,Yuru Camp△,0
31,156,128,5.52808033,X,0
31,10918,129,5.46040364,Kowarekake no Orgel (Movie),4
31,9936,130,5.4471876,Maken-Ki!,0
31,30413,131,5.4215884,Yowamushi Pedal Movie,0
31,3853,132,5.38332111,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,0
31,34019,133,5.29230246,Tsugumomo,0
31,23225,134,5.27169326,Yuru Yuri Nachuyachumi!,4
31,1889,135,5.19981151,Higurashi no Naku Koro ni Kai,2
31,1824,136,5.19981151,Hadashi no Gen,0
31,37407,137,5.19981151,Penguin Highway,3
31,37958,138,5.14598179,Fukigen na Mononokean Tsuzuki,0
31,2029,139,5.14598179,Sirius no Densetsu,0
31,586,140,5.08859052,Ayakashi: Japanese Classic Horror,0
31,4024,141,5.08859052,Sanrio Anime Sekai Meisaku Gekijou,0
31,35484,142,5.07581417,Osake wa Fuufu ni Natte kara,0
31,37735,143,5.06177273,Aru Zombie Shoujo no Sainan (ONA),2
31,2428,144,5.04144308,Tanpen Unico: Kuroi Kumo to Shiroi Hane,0
31,552,145,5.02840064,Digimon Adventure,5
31,346,146,5.00753434,W: Wish,0
31,13807,147,4.9740787,Corpse Party: Missing Footage,0
31,2602,148,4.9740787,Kenkou Zenrakei Suieibu Umishou,0
31,3121,149,4.9629594,Kodomo no Jikan OVA,0
