qid,docno,Rank,BM25 score,Title,label
33,1132,58,6.20366366,Digimon Frontier,4
33,5830,59,6.11483484,Tsurupika Hagemaru-kun,5
33,1218,60,6.11483484,Tonagura!,0
33,46,61,6.0888341,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,4
33,40480,62,6.01521395,Sound & Fury,1
33,354,63,5.99419648,UG☆Ultimate Girls,0
33,1021,64,5.94797237,Kaikan Phrase,1
33,1865,65,5.94537565,Getsumen To Heiki Mina,0
33,6945,66,5.94012811,Gintama: Shiroyasha Koutan,0
33,9581,67,5.92966076,MM! Specials,0
33,1962,68,5.90245571,Chikyuu Bouei Kazoku,1
33,2044,69,5.90245571,Mahou no Tenshi Creamy Mami,1
33,28149,70,5.89110369,Nihon Animator Mihonichi,0
33,1368,71,5.86298278,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,5
33,1324,72,5.85763039,Earthian,5
33,4966,73,5.85668264,Jigazou,2
33,18799,74,5.85668264,Take Your Way,0
33,1506,75,5.82301067,Detective Conan Movie 10: Requiem of the Detectives,5
33,13029,76,5.82086308,Arashi no Yoru ni: Himitsu no Tomodachi,5
33,4813,77,5.785479,Lolita Anime,0
33,9988,78,5.76999171,Otome wa Boku ni Koishiteru: Futari no Elder The Animation,1
33,4107,79,5.74876839,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,5
33,3203,80,5.74467955,Chibi Maruko-chan Movie,5
33,1797,81,5.70283951,Animation Seisaku Shinkou Kuromi-chan,1
33,1784,82,5.68493678,Injuu Nerawareta Hanayome,0
33,1992,83,5.68493678,Chou Kousoku Gran Doll,2
33,12449,84,5.68186167,Maken-Ki! Specials,0
33,1196,85,5.64814245,Masuda Kousuke Gekijou Gag Manga Biyori,0
33,32491,86,5.64334277,Kanojo to Kanojo no Neko: Everything Flows,1
33,2051,87,5.64334277,Akai Kiba: Blue Sonnet,4
33,25517,88,5.63105614,Magic Kaito 1412,3
33,3302,89,5.63105614,Megachu!,0
33,6935,90,5.61314877,Enkinhou no Hako: Hakase no Sagashimono,0
33,25519,91,5.59417395,Yuuki Yuuna wa Yuusha de Aru,2
33,2286,92,5.56935309,Little Nemo,3
33,981,93,5.56195436,Ichigo 100% OVA,0
33,30127,94,5.56195436,Danchigai,1
33,1247,95,5.55777175,Project BLUE Chikyuu SOS,2
33,33010,96,5.55777175,FLCL Progressive,3
33,3444,97,5.55425053,The☆Ultraman,3
33,11917,98,5.54934409,Major: World Series,3
33,1743,99,5.52184024,Super Milk-chan,2
33,17739,100,5.49017053,Hidamari Sketch: Sae Hiro Sotsugyou-hen,2
33,37655,101,5.49017053,Sword Gai The Animation Part II,2
33,17409,102,5.49017053,Sukitte Ii na yo.: Mei and Marshmallow,3
33,34720,103,5.49017053,In Search of Axis,0
33,33811,104,5.49017053,Teekyuu 8,4
33,35370,105,5.49017053,Teekyuu 9,4
33,31560,106,5.49017053,Miss Monochrome The Animation 3,4
33,10445,107,5.49017053,Perfect Day,1
33,1885,108,5.48378049,Master of Epic: The Animation Age,1
33,29619,109,5.48378049,Good-by Marilyn,1
33,25875,110,5.45394271,"Wake Up, Girl Zoo!",4
33,461,111,5.45394271,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,4
33,7705,112,5.44197279,Starry☆Sky,0
33,18391,113,5.42755227,Mini Van,3
33,8986,114,5.42130708,Supernatural The Animation,0
33,35044,115,5.3826431,Tu Bian Ying Xiong Leaf,2
33,2964,116,5.36839655,Blue Drop: Tenshi-tachi no Gikyoku,0
33,2825,117,5.36839655,Arabian Nights: Sindbad no Bouken (TV),3
33,12783,118,5.36634629,Sora no Otoshimono Final: Eternal My Master,0
33,27927,119,5.36634629,Urawa no Usagi-chan,2
33,36119,120,5.36634629,Uma no Friends,3
33,39539,121,5.34893349,No Guns Life,0
33,10165,122,5.33129043,Nichijou,4
33,2594,123,5.31564348,Piano no Mori,2
33,13561,124,5.30650534,Guilty Crown: 4-koma Gekijou,2
33,40151,125,5.30650534,Shao Nu Qian Xian Ren Xing Xiao Ju Chang,2
33,19919,126,5.30650534,Tesagure! Bukatsumono,2
33,7017,127,5.30650534,K-On!: Ura-On!,3
33,7295,128,5.30650534,Koi Tsubomi,5
33,13859,129,5.30650534,Accel World: Acchel World.,4
33,4458,130,5.30202667,Bavel no Hon,2
33,1812,131,5.30202667,Hanoka,5
33,30384,132,5.30202667,Miss Monochrome The Animation 2,4
33,6941,133,5.29979016,Toriko: Jump Super Anime Tour 2009 Special,3
33,1070,134,5.28092806,Love Get Chu,2
33,2151,135,5.2726534,Nils no Fushigi na Tabi,2
33,29617,136,5.2726534,Good-by Elvis and USA,5
33,2722,137,5.25029129,Crusher Joe,0
33,6884,138,5.24798426,Ookami to Koushinryou II Specials,3
33,28381,139,5.24798426,Monster High: Kowa-ike Girls,5
33,11543,140,5.24798426,Hate You,0
33,13267,141,5.24798426,Shinryaku!! Ika Musume,4
33,9203,142,5.24798426,K-On!!: Ura-On!!,3
33,3906,143,5.24798426,H. P. Lovecraft's The Dunwich Horror and Other Stories,0
33,12669,144,5.24798426,Amagami SS+ Plus Specials,0
33,11237,145,5.22298724,Hidamari Sketch x SP,3
33,38578,146,5.22298724,Star☆Twinkle Precure,2
33,15961,147,5.21487252,Shakotan★Boogie,4
33,9591,148,5.19073987,Code Geass: Hangyaku no Lelouch R2 Omake Flash,4
33,983,149,5.19073987,Cosplay Complex: Extra Identification,0
