qid,docno,Rank,BM25 score,Title,label
28,4688,66,6.69843816,Minna Agechau♡,2
28,33155,67,6.69843816,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,2
28,27787,68,6.69501117,Nisekoi:,4
28,656,69,6.59389915,Air in Summer,3
28,5684,70,6.58873656,Fresh Precure!,4
28,2724,71,6.56796202,Daicon Opening Animations,5
28,6023,72,6.55451208,Nogizaka Haruka no Himitsu: Purezza,3
28,8647,73,6.52639184,Self-Portrait,5
28,1853,74,6.52133438,Cutey Honey F,5
28,6793,75,6.4881478,"Kuroshitsuji: Sono Shitsuji, Kougyou",3
28,5347,76,6.46025279,Bible Black: Imari Ryoujoku Genba,1
28,234,77,6.44497522,Dan Doh!!,1
28,34471,78,6.44089838,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,2
28,36470,79,6.44086398,Tada-kun wa Koi wo Shinai,5
28,2172,80,6.42299783,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,3
28,196,81,6.42277773,Onegai☆Twins,2
28,15059,82,6.39544081,Initial D Fifth Stage,3
28,1750,83,6.39544081,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,3
28,13755,84,6.39544081,Shanshui Qing,4
28,3010,85,6.39156832,Kaiketsu Zorro,4
28,1953,86,6.35871177,Code Geass: Hangyaku no Lelouch Picture Drama,4
28,342,87,6.35871177,Starship Operators,1
28,6280,88,6.33903927,Cat Shit One,3
28,1400,89,6.33903927,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,4
28,38789,90,6.33191635,One Room 2nd Season Special,1
28,4918,91,6.31720107,xxxHOLiC Shunmuki,3
28,3883,92,6.2873666,YU-NO,1
28,1199,93,6.26497392,Nintama Rantarou,4
28,31054,94,6.20857953,"Letchu, Getchu, Saru Getchu",5
28,1749,95,6.20857953,Amaenaide yo!!: Yasumanaide yo!!,1
28,2823,96,6.20857953,Barbapapa,3
28,879,97,6.20102542,Simoun,1
28,34055,98,6.17264611,Berserk 2nd Season,1
28,253,99,6.14869557,Jungle wa Itsumo Hare nochi Guu,5
28,949,100,6.1323209,Top wo Nerae! Gunbuster,5
28,46,101,6.0888341,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,3
28,27663,102,6.03455877,Baby Steps 2nd Season,2
28,2648,103,6.03232766,Doraemon: 2112-nen Doraemon Tanjou,4
28,4038,104,6.01564577,Zettai Karen Children,4
28,354,105,5.99419648,UG☆Ultimate Girls,1
28,2061,106,5.98505937,Gall Force 2: Destruction,3
28,1144,107,5.97773447,Tenchi Muyou! in Love 2: Haruka Naru Omoi,1
28,21773,108,5.97577997,Sugar*Soldier,1
28,2891,109,5.97577997,Iblard Jikan,1
28,1021,110,5.94797237,Kaikan Phrase,1
28,2766,111,5.93240959,Super Doll Licca-chan,3
28,35073,112,5.90332754,Overlord II,1
28,31174,113,5.90332754,Osomatsu-san,5
28,5298,114,5.90245571,Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,3
28,1962,115,5.90245571,Chikyuu Bouei Kazoku,5
28,2044,116,5.90245571,Mahou no Tenshi Creamy Mami,5
28,28069,117,5.86580657,Shigatsu wa Kimi no Uso: Moments,2
28,101,118,5.86172079,Air,3
28,1324,119,5.85763039,Earthian,1
28,458,120,5.82602575,Buttobi!! CPU,1
28,601,121,5.81232393,Nekojiru-sou,3
28,2583,122,5.81232393,Soukou Kihei Votoms: The Last Red Shoulder,1
28,36871,123,5.79512662,Ultraman,1
28,9988,124,5.76999171,Otome wa Boku ni Koishiteru: Futari no Elder The Animation,2
28,136,125,5.75993572,Hunter x Hunter,1
28,5279,126,5.75980775,Sekirei: Hajimete no Otsukai,5
28,594,127,5.75980775,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,4
28,30103,128,5.75980775,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,1
28,2723,129,5.70823208,D4 Princess,3
28,1784,130,5.68493678,Injuu Nerawareta Hanayome,1
28,5835,131,5.6776379,Hanasakeru Seishounen,4
28,31246,132,5.65757186,Choegang Habche: Mix Master,3
28,32491,133,5.64334277,Kanojo to Kanojo no Neko: Everything Flows,1
28,4415,134,5.63498812,World Destruction: Sekai Bokumetsu no Rokunin,1
28,30868,135,5.63498812,Ajin Part 1: Shoudou,1
28,1198,136,5.60780295,Tsuyokiss,1
28,1910,137,5.58829326,Master Keaton OVA,3
28,4551,138,5.58829326,Hakushaku to Yousei,2
28,981,139,5.56195436,Ichigo 100% OVA,3
28,30127,140,5.56195436,Danchigai,4
28,12187,141,5.55890202,Carnival Phantasm EX Season,4
28,2071,142,5.55890202,Hana yori Dango (Movie),1
28,762,143,5.55890202,Bleach: Memories in the Rain,1
28,412,144,5.54236591,Kore ga Watashi no Goshujinsama,5
28,4059,145,5.5221342,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",3
28,9288,146,5.51084657,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,2
28,10794,147,5.51084657,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,3
28,52,148,5.51084657,Kidou Tenshi Angelic Layer,2
28,6287,149,5.49718733,Akikan!: Kan Ippatsu!? Onsen Panic,1
