qid,docno,Rank,BM25 score,Title,label
37,6023,75,5.86689369,Nogizaka Haruka no Himitsu: Purezza,2
37,4966,76,5.85668264,Jigazou,1
37,18799,77,5.85668264,Take Your Way,1
37,34284,78,5.83850759,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,2
37,600,79,5.8363091,Legend of Duo,1
37,8899,80,5.82978138,Kaitei Shounen Marine,3
37,33023,81,5.82489325,Touken Ranbu: Hanamaru,2
37,13029,82,5.82086308,Arashi no Yoru ni: Himitsu no Tomodachi,2
37,38419,83,5.78863293,Tokyo One Piece Tower: Tongari Shima no Dai Hihou,4
37,4813,84,5.785479,Lolita Anime,0
37,4107,85,5.74876839,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,4
37,2705,86,5.74810521,Bakusou Kyoudai Let's & Go,3
37,1184,87,5.69076897,Lost Universe,2
37,12449,88,5.68186167,Maken-Ki! Specials,0
37,4318,89,5.66678824,Ryuu Seiki,2
37,33668,90,5.65794654,Soushin Shoujo Matoi,2
37,1196,91,5.64814245,Masuda Kousuke Gekijou Gag Manga Biyori,1
37,20509,92,5.62316625,Fate/kaleid liner Prisma☆Illya 2wei!,3
37,6935,93,5.61314877,Enkinhou no Hako: Hakase no Sagashimono,2
37,31080,94,5.6068777,Anne Happy♪,3
37,35821,95,5.58881096,Chio-chan no Tsuugakuro,3
37,1086,96,5.58881096,Kenran Butou Sai: The Mars Daybreak,3
37,2286,97,5.56935309,Little Nemo,2
37,995,98,5.55640719,Tennis no Ouji-sama: Zenkoku Taikai-hen,4
37,3444,99,5.55425053,The☆Ultraman,2
37,11917,100,5.54934409,Major: World Series,3
37,17739,101,5.49017053,Hidamari Sketch: Sae Hiro Sotsugyou-hen,4
37,37655,102,5.49017053,Sword Gai The Animation Part II,0
37,17409,103,5.49017053,Sukitte Ii na yo.: Mei and Marshmallow,1
37,34720,104,5.49017053,In Search of Axis,2
37,33811,105,5.49017053,Teekyuu 8,2
37,35370,106,5.49017053,Teekyuu 9,2
37,31560,107,5.49017053,Miss Monochrome The Animation 3,3
37,10445,108,5.49017053,Perfect Day,1
37,6164,109,5.48821849,Aoi Hana,4
37,1885,110,5.48378049,Master of Epic: The Animation Age,2
37,29619,111,5.48378049,Good-by Marilyn,2
37,25875,112,5.45394271,"Wake Up, Girl Zoo!",2
37,461,113,5.45394271,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,5
37,2577,114,5.4502441,Tom Sawyer no Bouken,3
37,16157,115,5.44287507,Choujigen Game Neptune The Animation,3
37,7705,116,5.44197279,Starry☆Sky,1
37,18391,117,5.42755227,Mini Van,2
37,37305,118,5.39866947,K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,4
37,2757,119,5.39454113,Juuni Senshi Bakuretsu Eto Ranger,3
37,37206,120,5.39118311,Anima Yell!,1
37,32483,121,5.39118311,Cheer Danshi!!,1
37,1327,122,5.37657162,Aoki Densetsu Shoot!,2
37,12783,123,5.36634629,Sora no Otoshimono Final: Eternal My Master,1
37,27927,124,5.36634629,Urawa no Usagi-chan,1
37,36119,125,5.36634629,Uma no Friends,2
37,34934,126,5.35959603,Koi to Uso,2
37,1685,127,5.34426681,Duel Masters,1
37,13561,128,5.30650534,Guilty Crown: 4-koma Gekijou,4
37,40151,129,5.30650534,Shao Nu Qian Xian Ren Xing Xiao Ju Chang,3
37,19919,130,5.30650534,Tesagure! Bukatsumono,3
37,7017,131,5.30650534,K-On!: Ura-On!,2
37,7295,132,5.30650534,Koi Tsubomi,4
37,13859,133,5.30650534,Accel World: Acchel World.,2
37,395,134,5.30212031,Gantz 2nd Stage,3
37,4458,135,5.30202667,Bavel no Hon,3
37,1812,136,5.30202667,Hanoka,0
37,6941,137,5.29979016,Toriko: Jump Super Anime Tour 2009 Special,1
37,17265,138,5.29751941,Log Horizon,3
37,36098,139,5.29751941,Kimi no Suizou wo Tabetai,3
37,25519,140,5.29466923,Yuuki Yuuna wa Yuusha de Aru,1
37,1070,141,5.28092806,Love Get Chu,0
37,2151,142,5.2726534,Nils no Fushigi na Tabi,3
37,29617,143,5.2726534,Good-by Elvis and USA,2
37,3297,144,5.27021407,Aria The Origination,4
37,6884,145,5.24798426,Ookami to Koushinryou II Specials,2
37,28381,146,5.24798426,Monster High: Kowa-ike Girls,1
37,11543,147,5.24798426,Hate You,0
37,13267,148,5.24798426,Shinryaku!! Ika Musume,2
37,9203,149,5.24798426,K-On!!: Ura-On!!,0
37,121,150,0,Fullmetal Alchemist,5
37,2251,151,0,Baccnno!,5
37,6746,152,0,Durarara!!,4
37,5114,153,0,Fullmetal Alchemist: Brotherhood,5
37,9253,154,0,Steins;Gate,5
37,10620,155,0,Mirai Nikki,4
37,1535,156,0,Death Note,5
37,13601,157,0,Psycho-pass,5
37,37999,158,0,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,5
37,28977,159,0,Gintama,5
37,422,160,0,Hunter x Hunter: Greed Island,5
37,35180,161,0,3-gatsu_no_Lion 2nd Season,5
37,21939,162,0,Mushishi Zoku Shou,5
37,20583,163,0,Haikyuu,5
37,137,164,0,Hunter x Hunter: Yorkshin City Kanketsu-hen,5
37,136,165,0,Hunter x Hunter,5
